Organisationsname,Straße,Postleitzahl,Stadt,Bildungsbereich,Tag(s),Schultyp,Bundesland,Land,Änderungsdatum
Closen-Mittelschule Arnstorf,Eggenfeldener Straße 43,94424,Arnstorf,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Mittelschulen Bayern,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Mittelschule,BY,Deutschland,2020-05-27 08:03:07
Staatliche Realschule  Dreiflüsse-Realschule Passau,Neuburger Str. 94,94032,Passau,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule,BY,Deutschland,2020-05-05 14:37:35
Fichtelgebirgsrealschule Marktredwitz,Schulstr. 3,95615,Marktredwitz,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule,BY,Deutschland,2020-05-31 15:47:54
Regental-Gymnasium Nittenau,Jahnweg 22,93149,Nittenau,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2020-05-13 12:57:19
Gymnasium Schrobenhausen,Georg Leinfelder Straße 14,86529,Schrobenhausen,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium ,BY,Deutschland,2020-05-25 21:06:59
Maria-Ward-Realschule Burghausen,Stadtplatz 101,84489,Burghausen,,"Interessenten MINT-freundliche Schule,Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule,BY,Deutschland,2020-05-21 17:28:03
"Carl-von-Linde Schule, Staatliche Realschule Kulmbach",Alte Forstlahmer Str. 16,95326,Kulmbach,,"Bewerbung MINT 2015,Ehrung_2017,Erstbewerber MINT 2017,Wissensfabrik Partnerschulen 2018,Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,Digitale Schule Ehrung 2019,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule,BY,Deutschland,2020-06-15 08:54:15
Grundschule St. Martin Deggendorf,Berger Straße 29,94469,Deggendorf,Primarbereich,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,BY,Deutschland,2020-08-01 08:07:30
Aventinus-Gymnasium Burghausen,Adalbert-Stifter-Straße 2,84489,Burghausen,,"Ehrung_2013,Ehrung_2016,Erneute Bewerbung MINT 2016,Bewerbung MINT 2013,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2019-12-01 13:04:13
Mädchenrealschule Maria Stern Immenstadt,Bei Maria Stern 1,87509,Immenstadt,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule,BY,Deutschland,2020-05-29 09:36:48
Gymnasium Grünwald,Laufzorner Str. 1,82031,Grünwald,,"Ehrung_2017,Erstbewerber MINT 2017,Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,Landkreis München (PLZ: 82008-85774),02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2020-05-15 12:15:25
Werner-von-Siemens-Schule Cham,Badstraße 23,93413,Cham,,"Ehrung_2011,Ehrung_2014,Ehrung_2015,Bewerbung MINT 2011,Bewerbung MINT 2014,Bewerbung MINT 2015,Ehrung_2017,Erneute Bewerbung MINT 2017,MINT-Region Landkreis Cham,Wissensfabrik Partnerschulen 2018,Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,Digitale Schule Ehrung 2019,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Berufsschule,BY,Deutschland,2020-08-12 17:44:14
Maristengymnasium Fürstenzell,Schulstraße 18,94081,Fürstenzell,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2020-04-20 09:34:38
Wilhelm-von-Stieber-Realschule Roth,Brentwoodstraße 1,91154,Roth,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule,BY,Deutschland,2020-05-29 22:26:16
Herzog-Tassilo-Realschule Dingolfing,Dr.-Josef-Hastreiter-Straße 20,84130,Dingolfing,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule,BY,Deutschland,2020-05-24 11:32:24
Frankenwald-Gymnasium Kronach,Am Schulzentrum 5,96317,Kronach,,"MINT-EC,Ehrung_2017,Erstbewerber MINT 2017,02 Erst-Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2020-05-07 15:32:45
Hans-Sachs-Gymnasium Nürnberg,Löbleinstrasse 10,90409,Nürnberg,,"Ehrung_2017,Erstbewerber MINT 2017,Unesco Projektschule,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2017-09-01 09:15:23
Johannes-Turmair-Gymnasium Straubing,Am Peterswöhrd 5,94315,Straubing,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2020-06-29 17:14:36
Staatliche Gesamtschule Hollfeld,Oberes Tor 18,96142,Hollfeld,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,BY,Deutschland,2020-05-26 09:02:37
Staatliche Realschule Dettelbach,Luitpold-Baumann-Str. 37,97337,Dettelbach,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule,BY,Deutschland,2020-05-28 14:56:33
Theresia-Gerhardinger-Grundschule Moosburg,Albinstraße 14,85368,Moosburg,Primarbereich,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,BY,Deutschland,2020-05-25 20:16:31
Mädchenrealschule Niedermünster,Alter Kornmarkt 5,93047,Regensburg,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule,BY,Deutschland,2020-03-21 18:25:43
Gymnasium Buchloe,Kerschensteinerstraße 8,86807,Buchloe,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2020-05-26 11:47:00
Camerloher Gymnasium Freising,Wippenhauser Str. 51,85354,Freising,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2020-05-22 07:57:23
Gymnasium Landau an der Isar,Harburger Straße 12,94405,Landau a.d. Isar,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2020-05-01 10:34:04
Georg-Wilhelm-Steller Gymnasium Bad Windsheim,Friedensweg 24,91438,Bad Windsheim,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2020-05-19 09:58:57
Johann-Andreas-Schmeller-Gymnasium Nabburg,Eichenweg 3,92507,Nabburg,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2020-08-06 09:03:11
Grundschule Wittibreut,Kerneigenstr. 4,84384,Wittibreut,Primarbereich,"Ehrung_2017,Erstbewerber MINT 2017,Wissensfabrik Partnerschulen 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,BY,Deutschland,2020-03-13 08:47:50
Balthasar-Neumann-Gymnasium Marktheidenfeld,Oberländersraße 29,97828,Marktheidenfeld,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2020-05-29 09:03:42
Knabenrealschule Rebdorf Eichstätt,Pater - Moser - Straße 3,85072,Eichstätt,,"Ehrung_2017,Erstbewerber MINT 2017,Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule,BY,Deutschland,2020-06-30 06:30:56
Maria-Ward Realschule Eichstätt,Pater-Moser Straße 3,85072,Eichstätt,,"Ehrung_2017,Erstbewerber MINT 2017,Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020",Realschule,BY,Deutschland,2020-05-22 12:18:08
Graf-Rasso-Gymnasium Fürstenfeldbruck,Münchnerstr. 69,82256,Fürstenfeldbruck,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erst-Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2020-05-31 16:54:21
Staatliche Fach- und Berufsoberschule Amberg,Raigeringer Str. 27,92224,Amberg,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Fachoberschule,BY,Deutschland,2020-05-19 12:57:07
Gymnasium Hohenschwangau,Colomanstraße 10,87645,Schwangau,,"Ehrung_2011,Ehrung_2014,Bewerbung MINT 2011,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2020-06-29 14:21:12
Carl-Spitzweg-Gymnasium Germering,Masurenweg 2,82110,Germering,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,Digitale Schule Ehrung 2019,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2020-05-26 15:23:17
"Gregor-von-Scherr-Schule, staatl. Realschule Neunburg v. Wald",Katzdorfer Str. 22,92431,Neunburg v.Wald,,"Ehrung_2017,Erstbewerber MINT 2017,Digitale Schule Ehrung 2017,Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,Digitale Schule Ehrung 2019,02 Erneute Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Realschule,BY,Deutschland,2020-05-11 15:34:40
Dr.-Max-Josef-Metzger-Schule Staatl. Realschule Meitingen,Gartenstraße 3,86405,Meitingen,,"Wissensfabrik Partnerschulen 2018,02 Erst-Bewerbung Digitale Schule 2020,02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Realschule,BY,Deutschland,2020-04-06 13:48:56
Franziska-Umfahrer Grundschule Schrobenhausen,Georg-Leinfelder Str. 17,86529,Schrobenhausen,Primarbereich,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,BY,Deutschland,2020-04-16 08:58:15
Nardini-Realschule Mallersdorf-Pfaffenberg,Klosterberg 1,84066,Mallersdorf-Pfaffenberg,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule,BY,Deutschland,2020-05-07 10:28:37
"Berufliche Oberschule, Staatliche Fachoberschule und Berufsoberschule Straubing",Stadtgraben 38,94315,Straubing,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Berufliche Oberschule,BY,Deutschland,2020-05-07 15:40:10
Friedrich-List-Gymnasium Gemünden,Kolpingstr. 11,97737,Gemünden,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2020-05-10 09:11:12
Gymnasium Gröbenzell,Wildmoosstraße 34,82194,Gröbenzell,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2020-05-18 14:26:21
Walther-Rathenau-Schulen Schweinfurt,"Ignaz-Schön-Straße, 7",97421,Schweinfurt,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium und Realschule,BY,Deutschland,2020-05-26 18:46:45
Sophie-Scholl-Realschule Weiden i. d. Opf.,Kurt-Schumacher-Allee 8,92637,Weiden,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule,BY,Deutschland,2020-05-29 00:32:53
Städtisches Sophie-Scholl-Gymnasium München,Karl-Theodor-Str. 92,80796,München,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2020-07-30 09:48:14
Gymnasium mit Schülerheim Pegnitz,Wilhelm-von-Humboldtstr. 7,91257,Pegnitz,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2020-05-30 17:07:23
Paul-Klee-Gymnasium Gersthofen,Schubertstraße 57,86368,Gersthofen,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2020-05-30 18:40:15
Gymnasium Markt Indersdorf,Arnbacher Straße 40,85229,Markt Indersdorf,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,BY,Deutschland,2020-05-30 19:19:55
Grundschule an der Stader Straße Bremen,Stader Straße 150,28205,Bremen,Primarbereich,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,HB,Deutschland,2020-05-17 09:44:08
Gymnasium Horn Bremen,Vorkampsweg 97,28359,Bremen,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HB,Deutschland,2020-07-01 14:25:52
St.-Johannis-Schule Bremen,Dechanatstraße 9,28195,Bremen,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka","Gymnasium, Oberschule",HB,Deutschland,2020-05-31 23:06:10
Technisches Bildungszentrum Mitte Bremen,An der Weserbahn 4,28195,Bremen,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka","Berufliches Gymnasium, Berufsfachschule, Berufsschule, Fachoberschule, Werkschule",HB,Deutschland,2020-04-22 08:03:34
Altes Gymnasium Bremen,Kleine Helle 7 - 8,28195,Bremen,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HB,Deutschland,2020-05-15 15:51:30
Goethe-Gymnasium Bensheim,Auerbacher Str. 24,64625,Bensheim,,"Ehrung_2011,Ehrung_2014,Bewerbung MINT 2011,Bewerbung MINT 2014,Metropolregion Rhein-Neckar MINT-Region,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erst-Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HE,Deutschland,2020-05-04 19:47:42
Elisabeth-Knipping-Schule Kassel,Mombachstraße 14,34127,Kassel,,"Ehrung_2014,Region Nordhessen,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Berufsbildende Schule,HE,Deutschland,2020-06-10 13:32:23
Dr.-Georg-August-Zinn-Schule Gudensberg,Schwimmbadweg 30,34281,Gudensberg,,"Ehrung_2012,Bewerbung MINT 2012,Ehrung_2017,Erneute Bewerbung MINT 2017,Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,Digitale Schule Ehrung 2019,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,HE,Deutschland,2020-05-31 07:37:07
Berufliche Schulen des Werra-Meißner-Kreises Witzenhausen,Südbahnhofstraße 33,37213,Witzenhausen,,"Ehrung_2011,Ehrung_2014,Region Nordhessen,Bewerbung MINT 2011,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Berufliches Gymnasium (BG)/Fachoberschule (FOS),HE,Deutschland,2017-11-06 18:50:09
Bundespräsident-Theodor-Heuss-Schule Gymnasium Homberg,Ziegenhainerstraße 8,34576,Homberg,,"Ehrung_2013,Region Nordhessen,Bewerbung MINT 2013,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HE,Deutschland,2020-05-11 14:02:01
Johannisberg-Schule Witzenhausen,Geschwister-Scholl-Straße 10,37213,Witzenhausen,,"Ehrung_2011,Ehrung_2014,Region Nordhessen,Bewerbung MINT 2011,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",kooperative Gesamtschule,HE,Deutschland,2020-05-26 15:33:45
Altes Kurfürstliches Gymnasium Bensheim,Wilhelmstraße 62,64625,Bensheim,,"Ehrung_2012,Bewerbung MINT 2012,Metropolregion Rhein-Neckar MINT-Region,Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HE,Deutschland,2017-09-01 09:15:23
Grundschule Eichenzell,Dr.-Eduard-Stieler-Str. 3,36124,Eichenzell,Primarbereich,"Ehrung_2014,Erneute Bewerbung MINT 2016,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,HE,Deutschland,2020-05-11 10:30:05
Immanuel-Kant-Schule Rüsselsheim,Evreuxring 25,65428,Rüsselsheim,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HE,Deutschland,2020-05-29 15:09:46
Ricarda-Huch-Schule Dreieich,Breslauer Straße 15-25,63303,Dreieich,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HE,Deutschland,2020-05-11 12:40:36
Albertus-Magnus-Schule Viernheim,August-Bebel-Straße 9,68519,Viernheim,,"Ehrung_2014,Bewerbung MINT 2014,Metropolregion Rhein-Neckar MINT-Region,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HE,Deutschland,2020-05-30 09:18:41
Carl-Anton-Henschel-Schule Kassel,Holländische Straße 131,34127,Kassel,Primarbereich,"Ehrung_2014,Region Nordhessen,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Wissensfabrik Partnerschulen 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,HE,Deutschland,2020-07-23 14:26:36
Goetheschule Lampertheim,Jakobstraße 51,68623,Lampertheim,Primarbereich,"Ehrung_2014,Bewerbung MINT 2014,Metropolregion Rhein-Neckar MINT-Region,Ehrung_2017,Erneute Bewerbung MINT 2017,Wissensfabrik Partnerschulen 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,HE,Deutschland,2020-04-01 11:12:52
Schule am Mainbogen Frankfurt am Main,Fachfeldstraße 34,60386,Frankfurt am Main,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,HE,Deutschland,2020-06-12 10:27:52
Jakob Grimm Schule Rotenburg,Braacher Strasse 15,36199,Rotenburg an der Fulda,,"Ehrung_2014,Region Nordhessen,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,HE,Deutschland,2020-05-28 14:23:11
Friedrich-Dessauer-Schule Limburg,Blumenröder Str. 49,65549,Limburg an der Lahn,,"Ehrung_2017,Erstbewerber MINT 2017,Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,Digitale Schule Ehrung 2019,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Berufsschule,HE,Deutschland,2020-05-29 15:34:19
Werner-Heisenberg-Schule Rüsselsheim,Königstädter Str. 72-82,65428,Rüsselsheim am Main,,"Ehrung_2017,Erstbewerber MINT 2017,Digitale Schule Ehrung 2017,02 Erneute Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Berufsbildende Schule,HE,Deutschland,2020-05-29 19:03:32
Grundschule Roßbachtal Haiger,Grundstraße 91,35708,Haiger,Primarbereich,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,HE,Deutschland,2020-05-28 12:36:11
Johann-Amos-Comenius-Schule Kassel,Leimbornstraße 14,34134,Kassel,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Integrierte Gesamtschule,HE,Deutschland,2020-04-30 14:01:27
Gesamtschule Melsungen,Dreuxallee 28,34212,Melsungen,,"Import 21.4.17,Wissensfabrik Partnerschulen 2018,02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Kooperative Gesamtschule,HE,Deutschland,2020-06-14 17:43:57
Max-Planck-Gymnasium Groß-Umstadt,Curtigasse 8,64823,Groß-Umstad,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HE,Deutschland,2020-05-29 18:16:59
Marienschule Fulda,Lindenstrasse 27,36037,Fulda,,"Ehrung_2017,Erstbewerber MINT 2017,Digitale Schule Ehrung 2017,02 Erneute Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HE,Deutschland,2020-03-26 10:16:59
